'SerialNr.: 30391000792540156';;;;;;;;;;;;;;;;
Date;Time;Inverter No.;Device Type;Periode [s];Energy positiv [Ws];Reactive Energy L[Vars];Reactive Energy C[Vars];Uac L1 [V];Uac L2 [V];Uac L3 [V];Iac L1 [A];Iac L2 [A];Iac L3 [A];Udc MPPT1[V];Idc [A];Description
23.09.2020;17:55:00;1;122;3,00E+02;0,00E+00;3,75E+02;4,90E+02;2,00E+02;1,99E+02;1,98E+02;4,00E-02;4,00E-02;5,00E-02;4,46E+02;2,00E-02;
23.09.2020;18:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,13E+02;0,00E+00;
23.09.2020;18:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,89E+02;0,00E+00;
23.09.2020;18:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,02E+02;0,00E+00;
23.09.2020;18:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,99E+02;0,00E+00;
23.09.2020;18:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,93E+02;0,00E+00;
23.09.2020;18:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,73E+02;0,00E+00;
23.09.2020;18:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,69E+02;0,00E+00;
23.09.2020;18:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,66E+02;0,00E+00;
23.09.2020;18:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,59E+02;0,00E+00;
23.09.2020;18:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,47E+02;0,00E+00;
23.09.2020;18:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,18E+02;0,00E+00;
23.09.2020;18:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+02;0,00E+00;
23.09.2020;19:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,22E+02;0,00E+00;
23.09.2020;19:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,61E+02;0,00E+00;
23.09.2020;19:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,34E+02;0,00E+00;
23.09.2020;19:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;1,08E+02;0,00E+00;
23.09.2020;19:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;7,42E+01;0,00E+00;
23.09.2020;19:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,91E+01;0,00E+00;
23.09.2020;19:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;4,04E+01;0,00E+00;
23.09.2020;19:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,47E+01;0,00E+00;
23.09.2020;19:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,14E+01;0,00E+00;
23.09.2020;19:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,13E+01;0,00E+00;
23.09.2020;19:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,93E+01;0,00E+00;
23.09.2020;19:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,03E+01;0,00E+00;
23.09.2020;20:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,99E+01;0,00E+00;
23.09.2020;20:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+01;0,00E+00;
23.09.2020;20:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
23.09.2020;20:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,85E+01;0,00E+00;
23.09.2020;20:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,01E+01;0,00E+00;
23.09.2020;20:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,04E+01;0,00E+00;
23.09.2020;20:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,90E+01;0,00E+00;
23.09.2020;20:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,01E+01;0,00E+00;
23.09.2020;20:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,86E+01;0,00E+00;
23.09.2020;20:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
23.09.2020;20:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;
23.09.2020;20:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,83E+01;0,00E+00;
23.09.2020;21:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,96E+01;0,00E+00;
23.09.2020;21:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+01;0,00E+00;
23.09.2020;21:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
23.09.2020;21:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;
23.09.2020;21:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,82E+01;0,00E+00;
23.09.2020;21:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,96E+01;0,00E+00;
23.09.2020;21:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,86E+01;0,00E+00;
23.09.2020;21:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;
23.09.2020;21:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,93E+01;0,00E+00;
23.09.2020;21:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
23.09.2020;21:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,00E+01;0,00E+00;
23.09.2020;21:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,91E+01;0,00E+00;
23.09.2020;22:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
23.09.2020;22:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,97E+01;0,00E+00;
23.09.2020;22:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,83E+01;0,00E+00;
23.09.2020;22:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,95E+01;0,00E+00;
23.09.2020;22:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,85E+01;0,00E+00;
23.09.2020;22:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,86E+01;0,00E+00;
23.09.2020;22:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,94E+01;0,00E+00;
23.09.2020;22:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,79E+01;0,00E+00;
23.09.2020;22:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,89E+01;0,00E+00;
23.09.2020;22:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,85E+01;0,00E+00;
23.09.2020;22:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
23.09.2020;22:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,02E+01;0,00E+00;
23.09.2020;23:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,90E+01;0,00E+00;
23.09.2020;23:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,04E+01;0,00E+00;
23.09.2020;23:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,92E+01;0,00E+00;
23.09.2020;23:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
23.09.2020;23:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,81E+01;0,00E+00;
23.09.2020;23:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,68E+01;0,00E+00;
23.09.2020;23:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,90E+01;0,00E+00;
23.09.2020;23:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,75E+01;0,00E+00;
23.09.2020;23:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,74E+01;0,00E+00;
23.09.2020;23:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,84E+01;0,00E+00;
23.09.2020;23:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,73E+01;0,00E+00;
23.09.2020;23:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
24.09.2020;00:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,82E+01;0,00E+00;
24.09.2020;00:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
24.09.2020;00:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,85E+01;0,00E+00;
24.09.2020;00:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,69E+01;0,00E+00;
24.09.2020;00:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,85E+01;0,00E+00;
24.09.2020;00:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,79E+01;0,00E+00;
24.09.2020;00:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,67E+01;0,00E+00;
24.09.2020;00:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,73E+01;0,00E+00;
24.09.2020;00:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,58E+01;0,00E+00;
24.09.2020;00:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,62E+01;0,00E+00;
24.09.2020;00:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,57E+01;0,00E+00;
24.09.2020;00:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,50E+01;0,00E+00;
24.09.2020;01:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,56E+01;0,00E+00;
24.09.2020;01:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,45E+01;0,00E+00;
24.09.2020;01:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,57E+01;0,00E+00;
24.09.2020;01:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,49E+01;0,00E+00;
24.09.2020;01:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,39E+01;0,00E+00;
24.09.2020;01:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,60E+01;0,00E+00;
24.09.2020;01:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,51E+01;0,00E+00;
24.09.2020;01:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,61E+01;0,00E+00;
24.09.2020;01:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,59E+01;0,00E+00;
24.09.2020;01:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,48E+01;0,00E+00;
24.09.2020;01:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,58E+01;0,00E+00;
24.09.2020;01:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,50E+01;0,00E+00;
24.09.2020;02:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,66E+01;0,00E+00;
24.09.2020;02:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,70E+01;0,00E+00;
24.09.2020;02:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,66E+01;0,00E+00;
24.09.2020;02:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,63E+01;0,00E+00;
24.09.2020;02:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,47E+01;0,00E+00;
24.09.2020;02:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,54E+01;0,00E+00;
24.09.2020;02:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,53E+01;0,00E+00;
24.09.2020;02:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,40E+01;0,00E+00;
24.09.2020;02:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,51E+01;0,00E+00;
24.09.2020;02:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,42E+01;0,00E+00;
24.09.2020;02:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,54E+01;0,00E+00;
24.09.2020;02:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,59E+01;0,00E+00;
24.09.2020;03:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,43E+01;0,00E+00;
24.09.2020;03:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,55E+01;0,00E+00;
24.09.2020;03:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,48E+01;0,00E+00;
24.09.2020;03:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,59E+01;0,00E+00;
24.09.2020;03:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,61E+01;0,00E+00;
24.09.2020;03:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,48E+01;0,00E+00;
24.09.2020;03:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,63E+01;0,00E+00;
24.09.2020;03:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,57E+01;0,00E+00;
24.09.2020;03:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,63E+01;0,00E+00;
24.09.2020;03:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,78E+01;0,00E+00;
24.09.2020;03:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,74E+01;0,00E+00;
24.09.2020;03:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,80E+01;0,00E+00;
24.09.2020;04:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,63E+01;0,00E+00;
24.09.2020;04:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,56E+01;0,00E+00;
24.09.2020;04:10:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,61E+01;0,00E+00;
24.09.2020;04:15:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,55E+01;0,00E+00;
24.09.2020;04:20:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,76E+01;0,00E+00;
24.09.2020;04:25:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,69E+01;0,00E+00;
24.09.2020;04:30:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,79E+01;0,00E+00;
24.09.2020;04:35:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,96E+01;0,00E+00;
24.09.2020;04:40:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,88E+01;0,00E+00;
24.09.2020;04:45:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;3,02E+01;0,00E+00;
24.09.2020;04:50:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,87E+01;0,00E+00;
24.09.2020;04:55:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,76E+01;0,00E+00;
24.09.2020;05:00:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,76E+01;0,00E+00;
24.09.2020;05:05:00;1;122;3,00E+02;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;0,00E+00;2,58E+01;0,00E+00;
